from_node,to_node,from_time,to_time,arc_capacity
494,495,23,26,20.000000
494,495,24,27,20.000000
494,495,25,28,20.000000
494,495,29,32,20.000000
494,495,30,33,20.000000
494,495,31,34,20.000000
494,495,32,35,20.000000
494,495,33,36,20.000000
494,495,34,37,20.000000
494,495,35,38,20.000000
494,495,36,39,20.000000
494,495,37,40,20.000000
494,495,38,41,20.000000
494,495,40,43,20.000000
494,495,41,44,20.000000
494,495,42,45,20.000000
494,495,43,46,20.000000
494,495,44,47,20.000000
494,561,6,7,20.000000
494,563,19,21,20.000000
494,563,3,5,20.000000
494,563,34,36,20.000000
494,563,35,37,20.000000
494,563,36,38,20.000000
494,563,37,39,20.000000
495,494,15,18,20.000000
495,494,16,19,20.000000
495,494,27,30,20.000000
495,494,28,31,20.000000
495,494,32,35,20.000000
495,494,33,36,20.000000
495,494,34,37,20.000000
495,494,35,38,20.000000
495,494,37,40,20.000000
495,494,38,41,20.000000
495,495,41,42,20.000000
495,496,17,19,20.000000
495,496,18,20,20.000000
495,496,20,22,20.000000
495,496,21,23,20.000000
495,496,22,24,20.000000
495,496,23,25,20.000000
495,496,24,26,20.000000
495,496,25,27,20.000000
495,496,26,28,20.000000
495,496,27,29,20.000000
495,496,28,30,20.000000
495,496,30,32,20.000000
495,496,32,34,20.000000
495,496,34,36,20.000000
495,496,35,37,20.000000
495,496,36,38,20.000000
495,496,38,40,20.000000
495,496,39,41,20.000000
495,496,40,42,20.000000
495,496,41,43,20.000000
495,496,42,44,20.000000
495,496,43,45,20.000000
495,496,44,46,20.000000
495,496,45,47,20.000000
495,496,46,48,20.000000
495,496,47,49,20.000000
495,551,15,18,20.000000
495,551,21,24,20.000000
495,551,26,29,20.000000
495,551,33,36,20.000000
495,560,12,13,20.000000
495,560,4,5,20.000000
496,436,25,26,20.000000
496,436,27,28,20.000000
496,436,28,29,20.000000
496,436,29,30,20.000000
496,436,30,31,20.000000
496,436,34,35,20.000000
496,436,38,39,20.000000
496,495,25,27,20.000000
496,495,28,30,20.000000
496,496,27,28,20.000000
496,496,28,29,20.000000
496,556,10,11,20.000000
496,556,11,12,20.000000
496,556,12,13,20.000000
496,556,13,14,20.000000
496,556,14,15,20.000000
496,556,15,16,20.000000
496,556,16,17,20.000000
496,556,17,18,20.000000
496,556,18,19,20.000000
496,556,19,20,20.000000
496,556,2,3,20.000000
496,556,20,21,20.000000
496,556,21,22,20.000000
496,556,22,23,20.000000
496,556,23,24,20.000000
496,556,24,25,20.000000
496,556,25,26,20.000000
496,556,26,27,20.000000
496,556,27,28,20.000000
496,556,28,29,20.000000
496,556,29,30,20.000000
496,556,30,31,20.000000
496,556,31,32,20.000000
496,556,32,33,20.000000
496,556,33,34,20.000000
496,556,34,35,20.000000
496,556,35,36,20.000000
496,556,36,37,20.000000
496,556,37,38,20.000000
496,556,38,39,20.000000
496,556,39,40,20.000000
496,556,4,5,20.000000
496,556,40,41,20.000000
496,556,41,42,20.000000
496,556,42,43,20.000000
496,556,43,44,20.000000
496,556,44,45,20.000000
496,556,45,46,20.000000
496,556,46,47,20.000000
496,556,47,48,20.000000
496,556,48,49,20.000000
496,556,49,50,20.000000
496,556,5,6,20.000000
496,556,6,7,20.000000
497,493,12,13,20.000000
497,493,13,14,20.000000
497,493,14,15,20.000000
497,493,15,16,20.000000
497,493,16,17,20.000000
497,493,17,18,20.000000
497,493,19,20,20.000000
497,493,20,21,20.000000
497,493,21,22,20.000000
497,493,23,24,20.000000
497,493,24,25,20.000000
497,493,25,26,20.000000
497,493,26,27,20.000000
497,493,27,28,20.000000
497,493,28,29,20.000000
497,493,29,30,20.000000
497,493,30,31,20.000000
497,493,32,33,20.000000
497,493,33,34,20.000000
497,493,34,35,20.000000
497,493,35,36,20.000000
498,497,11,12,20.000000
498,497,12,13,20.000000
498,497,13,14,20.000000
498,497,14,15,20.000000
498,497,15,16,20.000000
498,497,16,17,20.000000
498,497,18,19,20.000000
498,497,19,20,20.000000
498,497,20,21,20.000000
498,497,22,23,20.000000
498,497,23,24,20.000000
498,497,24,25,20.000000
498,497,25,26,20.000000
498,497,26,27,20.000000
498,497,27,28,20.000000
498,497,28,29,20.000000
498,497,29,30,20.000000
498,497,31,32,20.000000
498,497,32,33,20.000000
498,497,33,34,20.000000
498,497,34,35,20.000000
498,498,11,12,20.000000
498,498,19,20,20.000000
498,499,14,15,20.000000
499,498,10,11,20.000000
499,498,13,14,20.000000
499,498,18,19,20.000000
499,498,25,26,20.000000
499,567,14,16,20.000000
499,567,15,17,20.000000
499,567,21,23,20.000000
499,567,23,25,20.000000
499,567,26,28,20.000000
499,569,3,4,20.000000
499,569,6,7,20.000000
5,5,4,5,20.000000
5,5,5,6,20.000000
5,5,6,7,20.000000
5,5,7,8,20.000000
5,551,8,9,20.000000
50,596,8,9,20.000000
500,500,27,28,20.000000
500,500,29,30,20.000000
500,500,30,31,20.000000
500,501,2,5,20.000000
500,501,3,6,20.000000
500,566,10,12,20.000000
500,566,16,18,20.000000
500,566,19,21,20.000000
500,566,22,24,20.000000
500,566,28,30,20.000000
500,566,30,32,20.000000
500,566,31,33,20.000000
500,566,5,7,20.000000
501,501,18,19,20.000000
501,636,10,11,20.000000
501,636,15,16,20.000000
501,636,18,19,20.000000
501,636,19,20,20.000000
501,636,20,21,20.000000
501,636,21,22,20.000000
501,636,23,24,20.000000
501,636,27,28,20.000000
501,636,5,6,20.000000
501,636,6,7,20.000000
502,501,15,18,20.000000
502,501,17,20,20.000000
502,501,18,21,20.000000
502,501,20,23,20.000000
502,501,24,27,20.000000
502,632,11,13,20.000000
502,632,12,14,20.000000
502,632,14,16,20.000000
502,632,15,17,20.000000
502,632,17,19,20.000000
502,632,21,23,20.000000
502,632,23,25,20.000000
502,632,26,28,20.000000
502,632,27,29,20.000000
502,634,5,7,20.000000
503,502,12,15,20.000000
503,502,14,17,20.000000
503,502,17,20,20.000000
503,502,21,24,20.000000
503,502,23,26,20.000000
504,477,10,11,20.000000
504,477,13,14,20.000000
504,477,14,15,20.000000
504,477,16,17,20.000000
504,477,19,20,20.000000
504,477,2,3,20.000000
504,477,23,24,20.000000
504,477,24,25,20.000000
504,477,3,4,20.000000
504,635,6,7,20.000000
505,504,11,14,20.000000
505,504,20,23,20.000000
505,504,21,24,20.000000
505,504,3,6,20.000000
505,505,10,11,20.000000
505,634,11,13,20.000000
505,634,13,15,20.000000
505,634,14,16,20.000000
505,634,16,18,20.000000
505,634,17,19,20.000000
505,634,19,21,20.000000
505,634,23,25,20.000000
505,634,26,28,20.000000
506,644,2,4,20.000000
509,659,11,12,20.000000
509,659,14,15,20.000000
509,659,6,7,20.000000
51,51,6,7,20.000000
51,51,7,8,20.000000
51,597,8,9,20.000000
510,658,14,15,20.000000
510,658,17,18,20.000000
510,658,3,4,20.000000
511,522,13,17,20.000000
511,522,14,18,20.000000
512,511,12,14,20.000000
512,670,3,6,20.000000
52,52,3,4,20.000000
52,52,4,5,20.000000
52,52,5,6,20.000000
52,52,6,7,20.000000
52,52,7,8,20.000000
52,598,8,9,20.000000
521,511,10,13,20.000000
522,523,17,23,20.000000
522,523,18,24,20.000000
523,530,23,25,20.000000
523,530,24,26,20.000000
524,524,16,17,20.000000
524,578,10,13,20.000000
524,578,12,15,20.000000
524,578,13,16,20.000000
524,578,15,18,20.000000
524,578,16,19,20.000000
524,578,17,20,20.000000
524,578,18,21,20.000000
524,578,21,24,20.000000
525,524,13,16,20.000000
525,652,3,4,20.000000
525,657,4,6,20.000000
525,657,5,7,20.000000
528,529,10,11,20.000000
528,529,13,14,20.000000
528,529,21,22,20.000000
528,573,2,4,20.000000
529,531,11,12,20.000000
529,531,12,13,20.000000
529,531,14,15,20.000000
529,531,15,16,20.000000
529,531,18,19,20.000000
529,531,19,20,20.000000
529,531,20,21,20.000000
529,531,21,22,20.000000
529,531,22,23,20.000000
529,531,23,24,20.000000
529,531,24,25,20.000000
529,531,25,26,20.000000
529,531,27,28,20.000000
529,531,28,29,20.000000
529,531,29,30,20.000000
529,531,30,31,20.000000
529,531,4,5,20.000000
53,53,7,8,20.000000
53,599,8,9,20.000000
530,529,10,12,20.000000
530,529,13,15,20.000000
530,529,16,18,20.000000
530,529,17,19,20.000000
530,529,18,20,20.000000
530,529,19,21,20.000000
530,529,2,4,20.000000
530,529,21,23,20.000000
530,529,22,24,20.000000
530,529,23,25,20.000000
530,529,25,27,20.000000
530,529,26,28,20.000000
530,529,27,29,20.000000
530,529,28,30,20.000000
530,530,20,21,20.000000
530,577,3,4,20.000000
530,577,5,6,20.000000
531,531,10,11,20.000000
531,532,11,12,20.000000
531,532,12,13,20.000000
531,532,13,14,20.000000
531,532,15,16,20.000000
531,532,16,17,20.000000
531,532,19,20,20.000000
531,532,20,21,20.000000
531,532,21,22,20.000000
531,532,22,23,20.000000
531,532,23,24,20.000000
531,532,24,25,20.000000
531,532,25,26,20.000000
531,532,26,27,20.000000
531,532,28,29,20.000000
531,532,29,30,20.000000
531,532,30,31,20.000000
531,532,31,32,20.000000
531,574,5,7,20.000000
532,533,11,12,20.000000
532,533,12,13,20.000000
532,533,13,14,20.000000
532,533,14,15,20.000000
532,533,16,17,20.000000
532,533,17,18,20.000000
532,533,20,21,20.000000
532,533,21,22,20.000000
532,533,22,23,20.000000
532,533,23,24,20.000000
532,533,25,26,20.000000
532,533,26,27,20.000000
532,533,27,28,20.000000
532,533,29,30,20.000000
532,533,30,31,20.000000
532,533,31,32,20.000000
532,533,32,33,20.000000
532,569,24,25,20.000000
533,498,10,11,20.000000
533,498,12,13,20.000000
533,498,13,14,20.000000
533,498,14,15,20.000000
533,498,15,16,20.000000
533,498,17,18,20.000000
533,498,18,19,20.000000
533,498,21,22,20.000000
533,498,22,23,20.000000
533,498,23,24,20.000000
533,498,24,25,20.000000
533,498,26,27,20.000000
533,498,27,28,20.000000
533,498,28,29,20.000000
533,498,30,31,20.000000
533,498,31,32,20.000000
533,498,32,33,20.000000
533,498,33,34,20.000000
535,438,18,25,20.000000
535,438,21,28,20.000000
535,438,22,29,20.000000
535,438,31,38,20.000000
535,438,33,40,20.000000
535,438,34,41,20.000000
535,438,35,42,20.000000
535,438,36,43,20.000000
535,438,37,44,20.000000
535,438,38,45,20.000000
535,438,39,46,20.000000
535,438,41,48,20.000000
535,438,42,49,20.000000
535,438,43,50,20.000000
535,487,33,36,20.000000
535,535,32,33,20.000000
536,438,17,19,20.000000
536,438,18,20,20.000000
536,438,19,21,20.000000
536,438,22,24,20.000000
536,438,24,26,20.000000
536,438,25,27,20.000000
536,438,29,31,20.000000
537,536,14,17,20.000000
537,536,15,18,20.000000
537,536,16,19,20.000000
537,536,19,22,20.000000
537,536,21,24,20.000000
537,536,22,25,20.000000
537,536,26,29,20.000000
537,610,20,21,20.000000
539,694,24,25,20.000000
54,54,3,4,20.000000
54,54,4,5,20.000000
54,54,5,6,20.000000
54,54,6,7,20.000000
54,54,7,8,20.000000
54,600,8,9,20.000000
540,438,24,26,20.000000
540,540,10,11,20.000000
540,540,11,12,20.000000
540,583,6,7,20.000000
540,622,11,13,20.000000
540,622,12,14,20.000000
540,622,2,4,20.000000
540,622,22,24,20.000000
541,582,13,16,20.000000
545,577,10,12,20.000000
545,577,14,16,20.000000
545,577,16,18,20.000000
545,577,19,21,20.000000
545,577,2,4,20.000000
545,577,5,7,20.000000
547,1,4,5,20.000000
547,1,7,8,20.000000
547,548,1,2,20.000000
547,548,11,12,20.000000
547,548,9,10,20.000000
547,549,18,20,20.000000
547,549,4,6,20.000000
547,549,9,11,20.000000
547,621,2,4,20.000000
547,621,5,7,20.000000
548,2,2,3,20.000000
548,2,7,8,20.000000
548,547,3,4,20.000000
548,548,9,10,20.000000
548,550,10,13,20.000000
548,550,12,15,20.000000
548,550,13,16,20.000000
548,550,19,22,20.000000
548,550,20,23,20.000000
548,550,21,24,20.000000
548,550,26,29,20.000000
548,550,27,30,20.000000
548,550,30,33,20.000000
548,550,32,35,20.000000
548,550,33,36,20.000000
548,550,34,37,20.000000
548,552,1,3,20.000000
548,552,10,12,20.000000
548,552,12,14,20.000000
548,552,2,4,20.000000
548,552,9,11,20.000000
548,618,5,7,20.000000
549,3,6,7,20.000000
549,3,7,8,20.000000
549,550,1,3,20.000000
549,550,11,13,20.000000
549,550,9,11,20.000000
549,551,2,5,20.000000
549,551,20,23,20.000000
549,551,9,12,20.000000
55,55,6,7,20.000000
55,55,7,8,20.000000
55,601,8,9,20.000000
550,4,6,7,20.000000
550,4,7,8,20.000000
550,548,16,19,20.000000
550,548,17,20,20.000000
550,548,18,21,20.000000
550,548,29,32,20.000000
550,548,30,33,20.000000
550,548,31,34,20.000000
550,549,5,7,20.000000
550,550,9,10,20.000000
550,552,1,4,20.000000
550,552,10,13,20.000000
550,552,29,32,20.000000
550,552,33,36,20.000000
550,553,11,13,20.000000
550,553,13,15,20.000000
550,553,15,17,20.000000
550,553,2,4,20.000000
550,553,24,26,20.000000
550,553,9,11,20.000000
550,560,13,16,20.000000
550,560,16,19,20.000000
550,560,21,24,20.000000
550,560,22,25,20.000000
550,560,23,26,20.000000
550,560,24,27,20.000000
550,560,26,29,20.000000
550,560,27,30,20.000000
550,560,3,6,20.000000
550,560,33,36,20.000000
550,560,35,38,20.000000
550,560,36,39,20.000000
550,560,37,40,20.000000
550,560,39,42,20.000000
550,560,41,44,20.000000
550,560,42,45,20.000000
550,560,43,46,20.000000
550,560,44,47,20.000000
551,495,1,4,20.000000
551,495,12,15,20.000000
551,495,23,26,20.000000
551,495,25,28,20.000000
551,495,29,32,20.000000
551,495,31,34,20.000000
551,495,32,35,20.000000
551,495,35,38,20.000000
551,495,9,12,20.000000
551,5,3,4,20.000000
551,5,7,8,20.000000
551,550,13,16,20.000000
551,550,14,17,20.000000
551,550,15,18,20.000000
551,550,18,21,20.000000
551,550,21,24,20.000000
551,550,23,26,20.000000
551,550,24,27,20.000000
551,550,26,29,20.000000
551,550,28,31,20.000000
551,550,30,33,20.000000
551,550,36,39,20.000000
551,550,38,41,20.000000
551,550,39,42,20.000000
551,550,40,43,20.000000
551,550,41,44,20.000000
551,551,9,10,20.000000
551,563,10,12,20.000000
551,563,2,4,20.000000
551,563,5,7,20.000000
552,435,11,12,20.000000
552,435,12,13,20.000000
552,435,13,14,20.000000
552,435,14,15,20.000000
552,435,15,16,20.000000
552,435,16,17,20.000000
552,435,2,3,20.000000
552,435,32,33,20.000000
552,435,36,37,20.000000
552,435,4,5,20.000000
552,435,9,10,20.000000
552,548,24,26,20.000000
552,548,25,27,20.000000
552,548,28,30,20.000000
552,552,9,10,20.000000
552,553,1,3,20.000000
552,553,10,12,20.000000
552,553,12,14,20.000000
552,553,13,15,20.000000
552,553,14,16,20.000000
552,553,3,5,20.000000
552,553,33,35,20.000000
552,553,4,6,20.000000
552,553,5,7,20.000000
552,6,5,6,20.000000
552,6,7,8,20.000000
552,619,4,7,20.000000
553,496,1,2,20.000000
553,496,10,11,20.000000
553,496,11,12,20.000000
553,496,12,13,20.000000
553,496,13,14,20.000000
553,496,14,15,20.000000
553,496,15,16,20.000000
553,496,16,17,20.000000
553,496,17,18,20.000000
553,496,24,25,20.000000
553,496,26,27,20.000000
553,496,27,28,20.000000
553,496,3,4,20.000000
553,496,4,5,20.000000
553,496,5,6,20.000000
553,496,9,10,20.000000
553,552,3,5,20.000000
553,553,9,10,20.000000
553,560,15,17,20.000000
553,560,21,23,20.000000
553,560,32,34,20.000000
553,560,35,37,20.000000
553,560,39,41,20.000000
553,560,41,43,20.000000
553,7,2,3,20.000000
553,7,6,7,20.000000
553,7,7,8,20.000000
554,1008,9,10,20.000000
554,435,22,24,20.000000
554,437,10,11,20.000000
554,437,11,12,20.000000
554,437,12,13,20.000000
554,437,13,14,20.000000
554,437,14,15,20.000000
554,437,15,16,20.000000
554,437,17,18,20.000000
554,437,18,19,20.000000
554,437,19,20,20.000000
554,437,2,3,20.000000
554,437,20,21,20.000000
554,437,21,22,20.000000
554,437,25,26,20.000000
554,437,26,27,20.000000
554,437,28,29,20.000000
554,437,31,32,20.000000
554,437,33,34,20.000000
554,437,34,35,20.000000
554,437,39,40,20.000000
554,437,9,10,20.000000
554,554,17,18,20.000000
554,554,18,19,20.000000
554,554,9,10,20.000000
554,614,4,7,20.000000
554,622,26,30,20.000000
554,625,1,3,20.000000
554,625,12,14,20.000000
554,625,15,17,20.000000
554,625,18,20,20.000000
554,625,19,21,20.000000
554,625,5,7,20.000000
554,8,6,7,20.000000
554,8,7,8,20.000000
555,555,21,22,20.000000
555,555,22,23,20.000000
555,556,10,13,20.000000
555,556,11,14,20.000000
555,556,12,15,20.000000
555,556,13,16,20.000000
555,556,14,17,20.000000
555,556,15,18,20.000000
555,556,16,19,20.000000
555,556,17,20,20.000000
555,556,18,21,20.000000
555,556,19,22,20.000000
555,556,20,23,20.000000
555,556,21,24,20.000000
555,556,22,25,20.000000
555,556,23,26,20.000000
555,556,24,27,20.000000
555,556,25,28,20.000000
555,556,26,29,20.000000
555,556,27,30,20.000000
555,556,28,31,20.000000
555,556,29,32,20.000000
555,556,3,6,20.000000
555,556,30,33,20.000000
555,556,31,34,20.000000
555,556,32,35,20.000000
555,556,33,36,20.000000
555,556,34,37,20.000000
555,556,35,38,20.000000
555,556,36,39,20.000000
555,556,37,40,20.000000
555,556,38,41,20.000000
555,556,39,42,20.000000
555,556,4,7,20.000000
555,556,40,43,20.000000
555,556,41,44,20.000000
555,556,42,45,20.000000
555,556,43,46,20.000000
555,556,44,47,20.000000
555,556,45,48,20.000000
555,556,46,49,20.000000
555,556,47,50,20.000000
555,556,48,51,20.000000
555,556,49,52,20.000000
555,556,50,53,20.000000
555,556,51,54,20.000000
555,556,52,55,20.000000
555,556,53,56,20.000000
555,556,9,12,20.000000
555,624,1,3,20.000000
555,624,10,12,20.000000
555,624,11,13,20.000000
555,624,2,4,20.000000
555,624,23,25,20.000000
555,624,26,28,20.000000
555,624,30,32,20.000000
555,624,9,11,20.000000
555,625,30,31,20.000000
555,625,36,37,20.000000
555,9,5,6,20.000000
555,9,6,7,20.000000
555,9,7,8,20.000000
556,10,5,6,20.000000
556,10,6,7,20.000000
556,10,7,8,20.000000
556,1010,10,11,20.000000
556,1010,11,12,20.000000
556,1010,12,13,20.000000
556,1010,13,14,20.000000
556,1010,14,15,20.000000
556,1010,15,16,20.000000
556,1010,16,17,20.000000
556,1010,17,18,20.000000
556,1010,18,19,20.000000
556,1010,19,20,20.000000
556,1010,20,21,20.000000
556,1010,21,22,20.000000
556,1010,22,23,20.000000
556,1010,23,24,20.000000
556,1010,24,25,20.000000
556,1010,25,26,20.000000
556,1010,26,27,20.000000
556,1010,27,28,20.000000
556,1010,28,29,20.000000
556,1010,29,30,20.000000
556,1010,30,31,20.000000
556,1010,31,32,20.000000
556,1010,32,33,20.000000
556,1010,33,34,20.000000
556,1010,34,35,20.000000
556,1010,35,36,20.000000
556,1010,36,37,20.000000
556,1010,37,38,20.000000
556,1010,38,39,20.000000
556,1010,39,40,20.000000
556,1010,40,41,20.000000
556,1010,41,42,20.000000
556,1010,42,43,20.000000
556,1010,43,44,20.000000
556,1010,44,45,20.000000
556,1010,45,46,20.000000
556,1010,46,47,20.000000
556,1010,47,48,20.000000
556,1010,48,49,20.000000
556,1010,49,50,20.000000
556,1010,50,51,20.000000
556,1010,51,52,20.000000
556,1010,52,53,20.000000
556,1010,53,54,20.000000
556,1010,54,55,20.000000
556,1010,55,56,20.000000
556,1010,56,57,20.000000
556,1010,57,58,20.000000
556,1010,58,59,20.000000
556,1010,6,7,20.000000
556,1010,7,8,20.000000
556,1010,8,9,20.000000
556,1010,9,10,20.000000
556,437,28,31,20.000000
556,496,20,21,20.000000
556,555,22,25,20.000000
556,555,27,30,20.000000
556,555,3,6,20.000000
556,555,32,35,20.000000
556,555,36,39,20.000000
556,555,37,40,20.000000
556,555,39,42,20.000000
556,555,40,43,20.000000
556,555,41,44,20.000000
556,555,42,45,20.000000
556,555,43,46,20.000000
556,555,44,47,20.000000
556,555,45,48,20.000000
556,555,46,49,20.000000
556,555,47,50,20.000000
556,555,48,51,20.000000
556,555,49,52,20.000000
556,555,50,53,20.000000
556,556,31,32,20.000000
556,556,9,10,20.000000
556,557,2,5,20.000000
556,624,1,5,20.000000
556,624,18,22,20.000000
556,624,23,27,20.000000
556,624,25,29,20.000000
556,624,29,33,20.000000
556,624,30,34,20.000000
556,624,31,35,20.000000
556,624,32,36,20.000000
556,624,33,37,20.000000
556,624,34,38,20.000000
556,624,35,39,20.000000
556,624,36,40,20.000000
556,624,37,41,20.000000
556,624,38,42,20.000000
556,624,39,43,20.000000
556,624,40,44,20.000000
556,624,41,45,20.000000
556,624,42,46,20.000000
556,624,43,47,20.000000
556,624,44,48,20.000000
556,624,45,49,20.000000
556,624,46,50,20.000000
556,624,47,51,20.000000
556,624,48,52,20.000000
556,624,49,53,20.000000
556,624,50,54,20.000000
557,11,5,6,20.000000
557,11,6,7,20.000000
557,11,7,8,20.000000
557,556,10,13,20.000000
557,556,11,14,20.000000
557,556,12,15,20.000000
557,556,13,16,20.000000
557,556,14,17,20.000000
557,556,15,18,20.000000
557,556,16,19,20.000000
557,556,17,20,20.000000
557,556,18,21,20.000000
557,556,19,22,20.000000
557,556,20,23,20.000000
557,556,21,24,20.000000
557,556,22,25,20.000000
557,556,23,26,20.000000
557,556,24,27,20.000000
557,556,25,28,20.000000
557,556,26,29,20.000000
557,556,27,30,20.000000
557,556,28,31,20.000000
557,556,29,32,20.000000
557,556,30,33,20.000000
557,556,31,34,20.000000
557,556,32,35,20.000000
557,556,33,36,20.000000
557,556,34,37,20.000000
557,556,35,38,20.000000
557,556,36,39,20.000000
557,556,37,40,20.000000
557,556,38,41,20.000000
557,556,39,42,20.000000
557,556,4,7,20.000000
557,556,40,43,20.000000
557,556,41,44,20.000000
557,556,42,45,20.000000
557,556,43,46,20.000000
557,556,44,47,20.000000
557,556,45,48,20.000000
557,556,46,49,20.000000
557,556,47,50,20.000000
557,556,48,51,20.000000
557,556,49,52,20.000000
557,556,5,8,20.000000
557,556,9,12,20.000000
557,557,2,3,20.000000
557,557,3,4,20.000000
557,557,9,10,20.000000
557,558,3,5,20.000000
557,559,4,7,20.000000
557,559,43,46,20.000000
557,624,12,16,20.000000
557,624,13,17,20.000000
557,624,14,18,20.000000
557,624,17,21,20.000000
557,624,19,23,20.000000
557,624,20,24,20.000000
557,624,23,27,20.000000
557,624,25,29,20.000000
557,624,26,30,20.000000
557,624,27,31,20.000000
557,624,28,32,20.000000
557,624,29,33,20.000000
557,624,30,34,20.000000
557,624,31,35,20.000000
557,624,32,36,20.000000
557,624,35,39,20.000000
557,624,36,40,20.000000
557,624,37,41,20.000000
557,624,38,42,20.000000
557,624,39,43,20.000000
557,624,40,44,20.000000
557,630,1,3,20.000000
557,630,5,7,20.000000
558,12,6,7,20.000000
558,12,7,8,20.000000
558,491,3,5,20.000000
558,557,11,13,20.000000
558,557,9,11,20.000000
558,558,9,10,20.000000
558,560,1,3,20.000000
558,560,10,12,20.000000
558,560,12,14,20.000000
558,560,18,20,20.000000
558,560,2,4,20.000000
558,560,20,22,20.000000
558,560,23,25,20.000000
558,560,26,28,20.000000
558,560,29,31,20.000000
558,560,30,32,20.000000
558,560,35,37,20.000000
558,560,37,39,20.000000
558,560,38,40,20.000000
558,560,5,7,20.000000
558,561,4,6,20.000000
559,13,6,7,20.000000
559,13,7,8,20.000000
559,491,1,2,20.000000
559,491,2,3,20.000000
559,491,20,21,20.000000
559,491,23,24,20.000000
559,491,26,27,20.000000
559,491,9,10,20.000000
559,557,10,13,20.000000
559,557,11,14,20.000000
559,557,12,15,20.000000
559,557,14,17,20.000000
559,557,15,18,20.000000
559,557,16,19,20.000000
559,557,17,20,20.000000
559,557,18,21,20.000000
559,557,20,23,20.000000
559,557,22,25,20.000000
559,557,23,26,20.000000
559,557,24,27,20.000000
559,557,25,28,20.000000
559,557,26,29,20.000000
559,557,27,30,20.000000
559,557,28,31,20.000000
559,557,29,32,20.000000
559,557,30,33,20.000000
559,557,31,34,20.000000
559,557,32,35,20.000000
559,557,33,36,20.000000
559,557,34,37,20.000000
559,557,35,38,20.000000
559,557,36,39,20.000000
559,557,39,42,20.000000
559,557,46,49,20.000000
559,557,9,12,20.000000
559,559,9,10,20.000000
559,562,18,21,20.000000
559,562,24,27,20.000000
559,562,4,7,20.000000
559,631,4,7,20.000000
56,602,8,9,20.000000
560,14,6,7,20.000000
560,14,7,8,20.000000
560,495,14,15,20.000000
560,495,20,21,20.000000
560,495,32,33,20.000000
560,495,40,41,20.000000
560,550,2,5,20.000000
560,550,3,6,20.000000
560,550,4,7,20.000000
560,553,1,3,20.000000
560,553,19,21,20.000000
560,553,22,24,20.000000
560,553,25,27,20.000000
560,553,30,32,20.000000
560,553,37,39,20.000000
560,553,39,41,20.000000
560,556,10,13,20.000000
560,556,11,14,20.000000
560,556,12,15,20.000000
560,556,13,16,20.000000
560,556,14,17,20.000000
560,556,15,18,20.000000
560,556,16,19,20.000000
560,556,17,20,20.000000
560,556,18,21,20.000000
560,556,19,22,20.000000
560,556,20,23,20.000000
560,556,21,24,20.000000
560,556,22,25,20.000000
560,556,23,26,20.000000
560,556,24,27,20.000000
560,556,25,28,20.000000
560,556,26,29,20.000000
560,556,27,30,20.000000
560,556,28,31,20.000000
560,556,29,32,20.000000
560,556,30,33,20.000000
560,556,31,34,20.000000
560,556,32,35,20.000000
560,556,33,36,20.000000
560,556,34,37,20.000000
560,556,35,38,20.000000
560,556,36,39,20.000000
560,556,37,40,20.000000
560,556,38,41,20.000000
560,556,39,42,20.000000
560,556,40,43,20.000000
560,556,41,44,20.000000
560,556,42,45,20.000000
560,556,43,46,20.000000
560,556,44,47,20.000000
560,556,45,48,20.000000
560,556,46,49,20.000000
560,556,47,50,20.000000
560,556,9,12,20.000000
560,558,5,7,20.000000
560,560,9,10,20.000000
561,15,6,7,20.000000
561,15,7,8,20.000000
561,494,2,3,20.000000
561,558,1,3,20.000000
561,558,9,11,20.000000
561,560,12,14,20.000000
561,560,13,15,20.000000
561,560,16,18,20.000000
561,560,17,19,20.000000
561,560,18,20,20.000000
561,560,19,21,20.000000
561,560,20,22,20.000000
561,560,28,30,20.000000
561,560,30,32,20.000000
561,560,31,33,20.000000
561,560,33,35,20.000000
561,560,9,11,20.000000
562,16,5,6,20.000000
562,16,7,8,20.000000
562,492,10,11,20.000000
562,492,13,14,20.000000
562,492,2,3,20.000000
562,492,26,27,20.000000
562,492,9,10,20.000000
562,493,11,12,20.000000
562,493,17,18,20.000000
562,559,1,4,20.000000
562,559,12,15,20.000000
562,559,14,17,20.000000
562,559,15,18,20.000000
562,559,17,20,20.000000
562,559,19,22,20.000000
562,559,20,23,20.000000
562,559,21,24,20.000000
562,559,23,26,20.000000
562,559,25,28,20.000000
562,559,27,30,20.000000
562,559,28,31,20.000000
562,559,33,36,20.000000
562,559,36,39,20.000000
562,562,18,19,20.000000
562,563,11,13,20.000000
562,563,21,23,20.000000
562,563,24,26,20.000000
562,563,27,29,20.000000
562,563,28,30,20.000000
562,563,29,31,20.000000
562,563,30,32,20.000000
562,563,31,33,20.000000
562,563,9,11,20.000000
562,567,3,4,20.000000
562,567,6,7,20.000000
563,17,3,4,20.000000
563,17,7,8,20.000000
563,494,32,34,20.000000
563,494,4,6,20.000000
563,551,1,3,20.000000
563,551,11,13,20.000000
563,551,12,14,20.000000
563,551,13,15,20.000000
563,551,19,21,20.000000
563,551,21,23,20.000000
563,551,23,25,20.000000
563,551,24,26,20.000000
563,551,26,28,20.000000
563,551,28,30,20.000000
563,551,29,31,20.000000
563,551,30,32,20.000000
563,551,33,35,20.000000
563,551,36,38,20.000000
563,551,37,39,20.000000
563,551,38,40,20.000000
